"idRecipe","nameRecipe","difficulte","prix","quantite","image"
"781","Muffins surprises au chocolat","très facile","bon marché","12 mini","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"782","Pain de poisson (colin)","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20200831_113485_w150h150c1cx2880cy1920cxb5760cyb3840.webp', 'https:__assets.afcdn.com_recipe_20200831_113486_w150h150c1cx1733cy2599cxb3466cyb5199.webp', 'https:__assets.afcdn.com_recipe_20131214_25982_w150h150c1cx1296cy968.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"783","Velouté de courgette","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20200517_111285_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20200517_111286_w150h150c1cx540cy960cxb1080cyb1920.webp', 'https:__assets.afcdn.com_recipe_20120807_32849_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20140430_33326_w150h150c1cx1296cy968.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"784","Les petits sablés de maman","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"785","Crevettes à l'ail","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200513_111128_w150h150c1cx540cy960cxb1080cyb1920.webp', 'https:__assets.afcdn.com_recipe_20200513_111127_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20130909_59355_w150h150c1cx1650cy1100.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"786","Volaille aux endives et au curry","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"787","Lasagnes aux poireaux et au saumon","facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20230623_143799_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20190228_88529_w150h150c1cx1633cy3783cxb3766cyb5650.webp', 'https:__assets.afcdn.com_recipe_20150225_38963_w150h150c1cx1250cy1570.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"788","Roses des sables au chocolat faciles","très facile","bon marché","10 personnes","['https:__assets.afcdn.com_recipe_20220930_135572_w150h150c1cx559cy1314cxb1414cyb1710.webp', 'https:__assets.afcdn.com_recipe_20170419_59973_w150h150c1cx1215cy1500cxb2428cyb2999.webp', 'https:__assets.afcdn.com_recipe_20140203_51454_w150h150c1cx1024cy768.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"789","Quatre-quarts facile","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20161115_34469_w150h150c1cx1000cy1500.webp', 'https:__assets.afcdn.com_recipe_20110221_33477_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20121230_34334_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"790","Crème Chantilly","très facile","bon marché","2 litre","['https:__assets.afcdn.com_recipe_20130201_746_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20180712_80846_w150h150c1cx2592cy1944cxb5184cyb3888.webp', 'https:__assets.afcdn.com_recipe_20130525_3738_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"791","Cookies au chocolat","facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"792","Pâtes aux poivrons et au chèvre","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"793","Tarte aux pommes et à la noix de coco","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"794","Mi-cuit au chocolat","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200831_113620_w150h150c1cx1142cy836cxb2121cyb1414.webp', 'https:__assets.afcdn.com_recipe_20221013_136124_w150h150c1cx1920cy1080cxb3840cyb2160.webp', 'https:__assets.afcdn.com_recipe_20111111_13431_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"795","Filet mignon au roquefort et au Porto","très facile","assez cher","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"796","Gâteau fondant banane chocolat","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20181108_83703_w150h150c1cx2288cy3023cxb3999cyb5223.webp', 'https:__assets.afcdn.com_recipe_20181108_83702_w150h150c1cx2708cy1566cxb5433cyb3966.webp', 'https:__assets.afcdn.com_recipe_20150306_6400_w150h150c1cx1224cy1632.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"797","Gâteau au speculoos, fromage blanc et coulis de framboise","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20180208_77415_w150h150c1cx1872cy2808cxb3744cyb5616.webp', 'https:__assets.afcdn.com_recipe_20100120_25172_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20130721_25047_w150h150c1cx768cy768.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"798","Muffins pomme cannelle gingembre","très facile","bon marché","12 muffins","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"799","chou blanc aux lardons","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200828_113371_w150h150c1cx2880cy1920cxb5760cyb3840.webp', 'https:__assets.afcdn.com_recipe_20200828_113373_w150h150c1cx1922cy2627cxb3840cyb5760.webp', 'https:__assets.afcdn.com_recipe_20200224_108162_w150h150c1cx3922cy2044cxb7360cyb4912.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"800","Petit salé aux lentilles","très facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20221019_136422_w150h150c1cx1443cy1643cxb4240cyb2832.webp', 'https:__assets.afcdn.com_recipe_20220128_128248_w150h150c1cx1050cy713cxb2101cyb1427.webp', 'https:__assets.afcdn.com_recipe_20181017_82803_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"801","Gâteau soleil à la rhubarbe","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"802","Sauce pour poisson","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20181017_82886_w150h150c1cx1963cy1563cxb3668cyb4889.webp', 'https:__assets.afcdn.com_recipe_20140913_22790_w150h150c1cx1024cy768.webp', 'https:__assets.afcdn.com_recipe_20150612_39916_w150h150c1cx1500cy1125.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"803","Tatin d'endives aux marrons","facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20130628_63258_w150h150c1cx1162cy1750.webp', 'https:__assets.afcdn.com_recipe_20100120_58721_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20130308_58765_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"804","Cookies aux jaunes d’œufs à ma façon","facile","bon marché","20 cookies environ","['https:__assets.afcdn.com_recipe_20221019_136416_w150h150c1cx3072cy1728cxb6144cyb3456.webp', 'https:__assets.afcdn.com_recipe_20140730_57743_w150h150c1cx480cy270.webp', 'https:__assets.afcdn.com_recipe_20131026_64183_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"805","Fondue de camembert","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"806","Pâte à tarte express","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"807","Courgettes au fromage de chèvre","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"808","Soupe aux lentilles corail","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"809","Pennes aux crevettes et courgettes","très facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"810","Crème renversée au caramel","facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20160808_23369_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20160808_23367_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20130627_23368_w150h150c1cx1000cy1504.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"811","Guacamole très facile","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20181123_84182_w150h150c1cx2592cy1728cxb5176cyb3453.webp', 'https:__assets.afcdn.com_recipe_20180621_79729_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20110822_41471_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"812","Crumble aux framboises","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20180419_78671_w150h150c1cx1598cy2428cxb3197cyb4857.webp', 'https:__assets.afcdn.com_recipe_20130311_58370_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100120_58331_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"813","Quiche très facile","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20200227_108378_w150h150c1cx2880cy1920cxb5760cyb3840.webp', 'https:__assets.afcdn.com_recipe_20180621_79732_w150h150c1cx1663cy3768cxb3573cyb4764.webp', 'https:__assets.afcdn.com_recipe_20141002_58421_w150h150c1cx1632cy918.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"814","Cheesecake made in USA","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"815","Boeuf carottes à la normande","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"816","Pain de campagne en cocotte","moyenne","bon marché","800 g","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"817","Cuisses de poulet rôti asiatiques","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"818","Porc aux pruneaux à la purée d'oignons","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"819","Tajine de légumes","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20160425_15857_w150h150c1cx1980cy2971.webp', 'https:__assets.afcdn.com_recipe_20160425_15856_w150h150c1cx2000cy3000.webp', 'https:__assets.afcdn.com_recipe_20120828_23087_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"820","Soupe carottes et coco","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"821","Trifle aux fraises, citron et mascarpone","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20220329_130445_w150h150c1cx1920cy1080cxb3840cyb2160.webp', 'https:__assets.afcdn.com_recipe_20130719_60443_w150h150c1cx1000cy1504.webp', 'https:__assets.afcdn.com_recipe_20100120_52641_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"822","Risotto ai funghi porcini (risotto aux cèpes)","moyenne","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"823","croque-monsieur à la sauce béchamel","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20180621_79722_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20201010_114727_w150h150c1cx387cy274cxb774cyb548.webp', 'https:__assets.afcdn.com_recipe_20130603_34033_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"824","Gâteau aux bananes et pépites de chocolat","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"825","Tarte sans pâte aux blettes","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"826","Soupe au potiron","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20160404_20026_w150h150c1cx1500cy1001.webp', 'https:__assets.afcdn.com_recipe_20180705_80313_w150h150c1cx1944cy2592cxb3888cyb5184.webp', 'https:__assets.afcdn.com_recipe_20100120_21891_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"827","Mes crêpes bretonnes au beurre salé","très facile","bon marché","10 crêpes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"828","Salade César","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20190704_94705_w150h150c1cx2336cy1552cxb4672cyb3104.webp', 'https:__assets.afcdn.com_recipe_20190704_94709_w150h150c1cx3000cy2000cxb6000cyb4000.webp', 'https:__assets.afcdn.com_recipe_20190704_94706_w150h150c1cx2128cy1416cxb4256cyb2832.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"829","Moules marinières persillées","très facile","bon marché","2 personnes","['https:__assets.afcdn.com_recipe_20200503_110313_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20200503_110314_w150h150c1cx540cy960cxb1080cyb1920.webp', 'https:__assets.afcdn.com_recipe_20130909_42912_w150h150c1cx1632cy2448.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"830","Tarte courge (ou potimarron) aux oignons caramélisés","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"831","Papillote de poulet au bacon","facile","moyen","1 personne","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"832","Choux de Bruxelles à la savoyarde","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"833","Flamiche au Maroilles","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"834","Paschtida aux courgettes ( Israël )","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"835","Clafoutis d'été aux cerises noires","facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"836","Poulet Castro","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"837","La tourte aux champignons, si simple et si bon!","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"838","Papillotes de saumon aux ravioles","très facile","moyen","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"839","Céleri rémoulade super léger","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"840","Sauté de porc au chorizo","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"842","Oeufs au lait au rhum","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"843","Marbré surprise au chocolat","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"844","Poivrons confits","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"845","Tiramisu au chocolat sans café","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20200304_108802_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20200304_108801_w150h150c1cx540cy960cxb1080cyb1920.webp', 'https:__assets.afcdn.com_recipe_20121102_5502_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"846","Tarte à la tomate et à la moutarde","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20180208_77440_w150h150c1cx1824cy2736cxb3648cyb5472.webp', 'https:__assets.afcdn.com_recipe_20180710_80497_w150h150c1cx1844cy2458cxb3688cyb4917.webp', 'https:__assets.afcdn.com_recipe_20110706_3310_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"847","Saucisson brioché facile et rapide","très facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20141009_48531_w150h150c1cx1250cy1653.webp', 'https:__assets.afcdn.com_recipe_20130306_48529_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20140713_45707_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"848","Flan de thon provençal","facile","bon marché","6 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"849","Gratin de pommes de terre à la paysanne","facile","bon marché","5 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"850","Macarons au chocolat Maya Gold (Rencontre de Sceau)","difficile","moyen","16 personnes","['https:__assets.afcdn.com_recipe_20130627_30147_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20140227_27459_w150h150c1cx1296cy968.webp', 'https:__assets.afcdn.com_recipe_20140315_35821_w150h150c1cx944cy923.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"851","Gratin de pâtes au chorizo","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20230411_142027_w150h150c1cx2893cy1720cxb4608cyb3456.webp', 'https:__assets.afcdn.com_recipe_20141209_5055_w150h150c1cx1250cy1875.webp', 'https:__assets.afcdn.com_recipe_20100120_2619_w150h150c1cx256cy192.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"852","Verrine de fraises aux spéculoos","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20130328_27153_w150h150c1cx912cy1266.webp', 'https:__assets.afcdn.com_recipe_20140825_37126_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20121111_64973_w150h150c1cx192cy256.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"853","Polenta à la mozzarella","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"854","Gratin de courgettes","très facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"855","Gâteau moelleux à la crème de marron","très facile","moyen","6 personnes","['https:__assets.afcdn.com_recipe_20171129_75674_w150h150c1cx2000cy3000cxb4000cyb6000.webp', 'https:__assets.afcdn.com_recipe_20141029_47953_w150h150c1cx228cy240.webp', 'https:__assets.afcdn.com_recipe_20150325_35597_w150h150c1cx1632cy1224.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"856","Soupe à l'oignon","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20210104_116953_w150h150c1cx806cy863cxb1641cyb1350.webp', 'https:__assets.afcdn.com_recipe_20160401_30155_w150h150c1cx1632cy2464.webp', 'https:__assets.afcdn.com_recipe_20130910_30154_w150h150c1cx1840cy2616.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"857","Sauté de porc au curry et au lait de coco","facile","bon marché","4 personnes","['https:__assets.afcdn.com_recipe_20230621_143723_w150h150c1cx960cy540cxb1920cyb1080.webp', 'https:__assets.afcdn.com_recipe_20140926_21099_w150h150c1cx1125cy1500.webp', 'https:__assets.afcdn.com_recipe_20151030_17705_w150h150c1cx1552cy873.webp', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
"858","Tarte à la noix de coco","très facile","bon marché","8 personnes","['https:__assets.afcdn.com_recipe_20100101_magazine-2020-04-05_h150.jpg', 'https:__assets.afcdn.com_recipe_20100101_magazine-2020-05-05_h150.jpg']"
